ACANTHACEAE#ANISACANTHUS VIRGULARIS#LUTEOLIN
FABACEAE#PROSOPIS REPTANS#LUTEOLIN
FABACEAE#PROSOPIS REPTANS_VAR.CINERASCENS#LUTEOLIN
FABACEAE#PROSOPIS REPTANS_VAR.REPTANS#LUTEOLIN
FABACEAE#PROSOPIS RUSCIFOLIA#LUTEOLIN
FABACEAE#PROSOPIS SERICANTHA#LUTEOLIN
FABACEAE#PROSOPIS SPICIGERA#LUTEOLIN
FABACEAE#PROSOPIS STROMBULIFERA#LUTEOLIN
FABACEAE#PROSOPIS VINALILLO#LUTEOLIN
FABACEAE#PSOPHOCARPUS TETRAGONOLOBUS#LUTEOLIN-7-O-BETA-D-DIGLYCOSIDE
FABACEAE#PSORALEA DIGITATA#LUTEOLIN-7-O-BETA-D-DIGLYCOSIDE
FABACEAE#RETAMA RAETAM_CV.RAETAM#LUTEOLIN-4'-O-NEOHESPERIDOSIDE
FABACEAE#RHYNCHOSIA BEDDOMEI#LUTEOLIN,3'-4'-DI-O-METHYL-7-O-BETA-D-GLUCURONIDE#LUTEOLIN,3'-4'-DI-O-METHYL: 7-GLUCURONIDE
FABACEAE#RHYNCHOSIA SUAVEOLENS#LUTEOLIN
FABACEAE#SENNA BICAPSULARIS_VAR.BICAPSULARIS#LUTEOLIN
FABACEAE#SPARTIUM JUNCEUM#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
FABACEAE#THERMOPSIS ALTERNIFLORA#LUTEOLIN
FABACEAE#THERMOPSIS ALTERNIFOLIA#LUTEOLIN
FABACEAE#THERMOPSIS DOLICHOCARPA#LUTEOLIN
FABACEAE#TRIFOLIUM ARVENSE#LUTEOLIN-7-O-GLYCOSIDE
FABACEAE#TRIFOLIUM PANNONICUM#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_CV.CLARE#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_CV.GERALDTON#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_CV.YARLOOP#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_GENOTYPE_A258#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_GENOTYPE_B763#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_GENOTYPE_GERALDTON#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_GENOTYPE_L858#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_GENOTYPE_N3761#LUTEOLIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_GENOTYPE_N4285#LUTEOLIN
FABACEAE#TRIFOLIUM TRICHOCEPHALUM#LUTEOLIN
FABACEAE#TRIGONELLA FOENUM-GRAECUM#LUTEOLIN
FABACEAE#TRIGONELLA GRANDIFLORA#LUTEOLIN
FABACEAE#VICIA BALANSAE#LUTEOLIN-4'-7-O-BETA-D-DIGLUCOSIDE
FABACEAE#VICIA FABA#LUTEOLIN
FABACEAE#VIGNA LUTEOLA#LUTEOLIN-7-O-BETA-D-GALACTOPYRANOSIDE
FABACEAE#VIGNA PEDUNCULARIS#LUTEOLIN-7-O-BETA-D-GALACTOPYRANOSIDE
FABACEAE#WISTERIA FLORIBUNDA#LUTEOLIN
FLACOURTIACEAE#ABERIA CAFFRA#LUTEOLIN
FLACOURTIACEAE#CARPOTROCHE BRASILIENSIS#LUTEOLIN
FLACOURTIACEAE#HYDNOCARPUS WIGHTIANA#LUTEOLIN
FLACOURTIACEAE#IDESIA POLYCARPA#LUTEOLIN
FLACOURTIACEAE#ITOA ORIENTALIS#LUTEOLIN-8-C-BETA-D-GLUCOSIDE
FOUQUIERIACEAE#FOUQUIERIA SPLENDENS#LUTEOLIN
FRULLANIACEAE#FRULLANIA ARECAE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOPYRANOSIDE-6''-(3-HYDROXY-3-METHYL-GLUTAROYL ESTER)
FRULLANIACEAE#FRULLANIA CESATIANA#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE-6''-(3-HYDROXY-3-METHYL-GLUTAROYL ESTER)-3'-O-GLUCURONIDE
FRULLANIACEAE#FRULLANIA DILATATA#4'-7-DI-O-BETA-D-GLUCOSIDE#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN-4'-7-DI-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE#LUTEOLIN-7-O-DIGLUCOSIDE
FRULLANIACEAE#FRULLANIA GIBBOSA#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOPYRANOSIDE-6''-(3-HYDROXY-3-METHYL-GLUTAROYL ESTER)
FRULLANIACEAE#FRULLANIA MUSCICOLA#LUTEOLIN,6-HYDROXY: 3'-6-DIMETHYL ETHER#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-(6''-3''-METHYL-GLUTARYL)-GLUCOPYRANOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-(6''-3-HYDROXY-3-METHYL-GLUTARYL)-GLUCOPYRANOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-(6''-3-HYDROXY-4''-METHYL-GLUTARYL)-GLUCOPYRANOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-(6''-3-HYDROXY-3-METHYL-GLUTARYL)-GLUCOPYRANOSIDE
FRULLANIACEAE#FRULLANIA TAMARISCI#LUTEOLIN#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE,ACYL:
FRULLANIACEAE#FRULLANIA TENERIFFAE#LUTEOLIN,6-HYDROXY: 6-O-BETA-D-GLUCOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE-6'''-(3-HYDROXY-3-METHYL-GLUTAROYL ESTER)#LUTEOLIN,6-HYDROXY: 6-O-BETA-D-GLUCOSIDE-7-GLUCOSIDE#LUTEOLIN-3'-4'-7-TRIMETHYL ETHER#LUTEOLIN-3'-7-DIMETHYL ETHER#LUTEOLIN-7-O-NEOHESPERIDOSIDE
GENTIANACEAE#ENICOSTEMA HYSSOPIFOLIUM#LUTEOLIN
GENTIANACEAE#GENTIANELLA ALBOROSEA#LUTEOLIN-3-O-BETA-D-GLUCOSIDE
GENTIANACEAE#GENTIANOPSIS PALUDOSA#LUTEOLIN
GENTIANACEAE#HALENIA CORNICULATA#LUTEOLIN#LUTEOLIN,7-O-PRIMEVEROSYL:#LUTEOLIN,GLUCO:
GENTIANACEAE#LOMATOGONIUM CARINTHIACUM#LUTEOLIN#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GENTIOBIOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE
GENTIANACEAE#LOMATOGONIUM ROTATUM#LUTEOLIN
GENTIANACEAE#SWERTIA DILATATA#GALUTEOLIN
GENTIANACEAE#SWERTIA GRACILESCENS#GALUTEOLIN
GENTIANACEAE#SWERTIA PRZEWALSKII#LUTEOLIN
GENTIANACEAE#SWERTIA TETRAPETALA#LUTEOLIN
GERANIACEAE#BALBISIA CALYCINA#LUTEOLIN
GERANIACEAE#BIEBERSTEINIA HETEROSTEMON#LUTEOLIN GLUCOSIDE
GERANIACEAE#BIEBERSTEINIA MULTIFIDA#LUTEOLIN
GESNERIACEAE#ACHIMENES SPECIES#LUTEOLIN
GESNERIACEAE#ALLOPLECTUS VITTATUS#LUTEOLINIDIN-5-GLUCOSIDE
GESNERIACEAE#COLUMNEA BANKSII#LUTEOLIN
GESNERIACEAE#COLUMNEA MICROPHYLLA#LUTEOLIN
GESNERIACEAE#COLUMNEA SPECIES_CV.STAVANGER#LUTEOLIN
GESNERIACEAE#GESNERIA CUNEIFOLIA#LUTEOLINIDIN-5-GLUCOSIDE
GESNERIACEAE#KOHLERIA ERIANTHA#LUTEOLIN#LUTEOLINIDIN-5-GLUCOSIDE
GESNERIACEAE#RECHSTEINERIA CARDINALIS#LUTEOLIN#LUTEOLINIDIN-5-GLUCOSIDE
GESNERIACEAE#RECHSTEINERIA MACROPODA#LUTEOLIN
GESNERIACEAE#SINNINGIA CARDINALIS#LUTEOLINIDIN-5-O-BETA-D-GLUCOSIDE
GESNERIACEAE#SINNINGIA CARDINALIS_CV.FEUERSCHEIN#LUTEOLIN#LUTEOLINIDIN
GESNERIACEAE#SMITHIANTHA SPECIES_CV.ORANGE#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS CAULESCENS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS CYANEUS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS DAVIESII#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS GALPINII#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS GARDENII#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS GRACILIS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS GRANDIS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS HAYGARTHII#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS INSIGNIS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS JOHANNIS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS MICHELMOREI#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS POLACKII#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS POLYANTHUS#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS REXII#LUTEOLIN
GESNERIACEAE#STREPTOCARPUS WENDLANDII#LUTEOLIN
GINKGOACEAE#GINKGO BILOBA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
GLOBULARIACEAE#GLOBULARIA ELONGATA#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN-7-O-(6'''-PARA-COUMAROYL)-SOPHOROSIDE,6-HYDROXY:#LUTEOLIN-7-O-(6''-CAFFEOYL)-SOPHOROSIDE,6-HYDROXY:#LUTEOLIN-7-O-SOPHOROSIDE,6-HYDROXY:
GRIMALDIACEAE#PLAGIOCHASMA RUPESTRE#LUTEOLIN-6-8-DI-O-ALPHA-L-ARABINOPYRANOSIDE
GRIMMIACEAE#RACOMITRIUM LANUGINOSUM#BILUTEOLIN,5'-8'':
HAMAMELIDACEAE#LOROPETALUM CHINENSE#LUTEOLIN
HEDWIGIACEAE#HEDWIGIA CILIATA#LUTEOLIN-4'-7-DI-O-ALPHA-L-RHAMNO-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCOSYL-4'-O-BETA-D-NEOHESPERIDOSIDE#LUTEOLIN-7-O-BETA-D-GLUCOSYL-4'-O-NEOHESPERIDOSIDE#LUTEOLIN-7-O-BETA-D-NEOHESPERIDOSIDE#LUTEOLIN-7-O-NEOHESPERIDOSIDE#LUTEOLIN-7-O-NEOHESPERIDOSIDE-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-NEOHESPERIDOSIDE-4'-O-SOPHOROSIDE#LUTEOLIN-7-O-NEOHESPERIDOSYL-4'-O-BETA-D-GLUCOSIDE
HYDROCHARITACEAE#STRATIOTES ALOIDES#LUTEOLIN-7-O-BETA-D-GLUCOPYRANOSIDURONIC ACID-(1-2)-BETA-D-GLUCOPYRANOSIDE
HYDROCHARITACEAE#THALASSIA TESTUDINUM#LUTEOLIN-7-O-BETA-D-GLUCOPYRANOSYL-2''-SULFATE
HYDROPHYLLACEAE#ERIODICTYON CALIFORNICUM#LUTEOLIN
HYLOCOMIACEAE#HYLOCOMIUM SPLENDENS#LUTEOLIN-7-O-RHAMNOSIDE
HYMENOPHYLLACEAE#TRICHOMANES HOLOPTERUM#LUTEOLIN-7-O-GLYCOSIDE
HYMENOPHYLLACEAE#TRICHOMANES MINUTUM#LUTEOLIN
IRIDACEAE#CROCUS CHRYSANTHUS_CV.CREAM#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE
IRIDACEAE#CROCUS CORSICUS#LUTEOLIN,6-HYDROXY: 7-METHYL ETHER 6-GLUCOSIDE
IRIDACEAE#CROCUS MINIMUS#LUTEOLIN,6-HYDROXY-7-METHOXY-6-O-BETA-D-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSYL-GLUCOSIDE
ISOETACEAE#ISOETES DELILEI#LUTEOLIN
ISOETACEAE#ISOETES DURIEUI#LUTEOLIN#LUTEOLIN,6-HYDROXY:
JUNCACEAE#DISTICHIA MUSCOIDES#LUTEOLIN
JUNCACEAE#JUNCUS ACUTIFLORUS#LUTEOLIN#LUTEOLIN,5-O-METHYL:#LUTEOLIN,5-O-METHYL: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN,5-O-METHYL: 7-O-BETA-D-GLYCOSIDE
JUNCACEAE#JUNCUS FONTANESII#LUTEOLIN
JUNCACEAE#JUNCUS INFLEXUS#LUTEOLIN#LUTEOLIN,5-O-METHYL:#LUTEOLIN,5-O-METHYL: 7-O-BETA-D-GLUCOSIDE
JUNCACEAE#JUNCUS MARITIMUS#LUTEOLIN
JUNCACEAE#MARSIPPOSPERMUM GRANDIFLORUM#LUTEOLIN,5-O-METHYL:#LUTEOLIN,5-O-METHYL: 7-O-BETA-D-GLUCOSIDE
JUNCACEAE#PRIONIUM SERRATUM#LUTEOLIN#LUTEOLIN,5-O-METHYL:#LUTEOLIN,5-O-METHYL: 7-O-BETA-D-GLUCOSIDE
JUNGERMANNIACEAE#CHANDONANTHUS HIRTELLUS_CV.GIGANTEUS#LUTEOLIN
LAMIACEAE#ACINOS SUAVEOLENS#LUTEOLIN
LAMIACEAE#AGASTACHE AURANTIACA#LUTEOLIN
LAMIACEAE#AJUGA CHIA#LUTEOLIN
LAMIACEAE#AJUGA DECUMBENS#LUTEOLIN
LAMIACEAE#AJUGA LUPULINA_VAR.MAJOR#LUTEOLIN
LAMIACEAE#BALLOTA HIRSUTA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-RUTINOSIDE#LUTEOLIN-7-O-PARA-COUMAROYL-GLUCOSIDE
LAMIACEAE#BALLOTA NIGRA#LUTEOLIN-7-O-(2-O-BETA-D-GLUCOPYRANOSYL-LACTATE)#LUTEOLIN-7-O-LACTATE
LAMIACEAE#CLINOPODIUM LAXIFLORUM#LUTEOLIN
LAMIACEAE#CLINOPODIUM UMBROSUM#LUTEOLIN
LAMIACEAE#COLEUS AMBOINICUS#LUTEOLIN
LAMIACEAE#COLEUS PARVIFLORUS#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#COLEUS PARVIFOLIUS#GALUTEOLIN#LUTEOLIN#LUTEOLIN-7-METHYL ETHER#LUTEOLIN-7-METHYL ETHER 5-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#DRACOCEPHALUM INTEGRIFOLIUM#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-8-O-GLYCOSIDE
LAMIACEAE#DRACOCEPHALUM KOTSCHYI#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
LAMIACEAE#DRACOCEPHALUM MULTICAULE#LUTEOLIN
LAMIACEAE#DRACOCEPHALUM NUTANS#LUTEOLIN-5-O-BETA-L-GALACTOSIDE
LAMIACEAE#ELSHOLTZIA BLANDA#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-GALACTOSIDE
LAMIACEAE#ELSHOLTZIA CILIATA#LUTEOLIN
LAMIACEAE#ELSHOLTZIA ERIOSTACHYS#GALUTEOLIN
LAMIACEAE#ELSHOLTZIA RUGULOSA#GALUTEOLIN#LUTEOLIN
LAMIACEAE#GALEOPSIS ANGUSTIFOLIA#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS BIFIDA#LUTEOLIN#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS DUVIA#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS LADANUM#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS OCHROLEUCA#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE
LAMIACEAE#GALEOPSIS PUBESCENS#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS PYRENAICA#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS SEGETUM#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS SPECIOSA#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS TETRAHIT#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GALEOPSIS WIRTGENII#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#GLECHOMA HEDERACEA#LUTEOLIN#LUTEOLIN-7-DI-O-BETA-D-GLUCOSIDE
LAMIACEAE#ISODON ERIOCALYX#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#ISODON ORESBIUS#LUTEOLIN
LAMIACEAE#ISODON TERNIFOLIUS#LUTEOLIN
LAMIACEAE#LAVANDULA ANGUSTIFOLIA#LUTEOLIN
LAMIACEAE#LAVANDULA DENTATA#LUTEOLIN
LAMIACEAE#LAVANDULA OFFICINALIS#LUTEOLIN
LAMIACEAE#LAVANDULA STOECHAS#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#LAVANDULA STOECHAS_CV.STOECHAS#LUTEOLIN#LUTEOLIN,3'-4'-5-TRIACETOXY: 7-O-BETA-D-GLUCOSYL-2''(4''''-OXA-1''''-ACETOXY-2''''-5''''-CYCLOHEXADIENE)-2'''-PROPENOIC ESTER
LAMIACEAE#LEONURUS JAPONICUS#LUTEOLIN#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#LEONURUS MACRANTHUS#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#LEONURUS PSEUDO-MACRANTHUS#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#LEONURUS SIBIRICUS#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#LEUCOSCEPTRUM STELLIPILEUM#LUTEOLIN
LAMIACEAE#LYCOPUS EUROPAEUS#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#LYCOPUS EXALTATUS#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#LYCOPUS LUCIDUS#LUTEOLIN#LUTEOLIN-7-O-GLUCURONIDE
LAMIACEAE#LYCOPUS VIRGINICUS#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#MAJORANA SYRIACA#LUTEOLIN
LAMIACEAE#MARRUBIUM CYLLENEUM#LUTEOLIN,6-HYDROXY: 7-METHYL ETHER
LAMIACEAE#MARRUBIUM VULGARE#LUTEOLIN#LUTEOLIN-7-(2-GLUCOSYL-LACTATE)#LUTEOLIN-7-(2-GLUCURONOSYL-LACTATE)#LUTEOLIN-7-LACTATE
LAMIACEAE#MELISSA OFFICINALIS#LUTEOLIN
LAMIACEAE#MELISSA OFFICINALIS_CV.OFFICINALIS#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE
LAMIACEAE#MELITTIS MELISSOPHYLLUM#LUTEOLIN
LAMIACEAE#MENTHA ARVENSIS#LUTEOLIN
LAMIACEAE#MENTHA GENTILIS#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#MENTHA LONGIFOLIA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE#LUTEOLIN-7-O-NEOHESPERIDOSIDE
LAMIACEAE#MENTHA PIPERITA#LUTEOLIN
LAMIACEAE#MENTHA PIPERITA_CV.KRASNODARKSYA#LUTEOLIN
LAMIACEAE#MENTHA PULEGIUM#LUTEOLIN#LUTEOLIN-7-O-BETA-RUTINOSIDE
LAMIACEAE#MENTHA ROTUNDIFOLIA#LUTEOLIN#LUTEOLINIDIN
LAMIACEAE#MENTHA SACHALINENSIS#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#MENTHA SMITHIANA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#MENTHA SPICATA#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE
LAMIACEAE#MENTHA SUAVEOLENS#LUTEOLIN
LAMIACEAE#MENTHA VERTICILLATA#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#MICROMERIA CRISTATA#LUTEOLIN
LAMIACEAE#MICROMERIA CROATICA#LUTEOLIN
LAMIACEAE#MICROMERIA GRAECA#LUTEOLIN
LAMIACEAE#MICROMERIA JULIANA#LUTEOLIN
LAMIACEAE#MICROMERIA PARVIFLORA#LUTEOLIN
LAMIACEAE#MICROMERIA PSEUDOCROATICA#LUTEOLIN
LAMIACEAE#MOSLA CHINENSIS#LUTEOLIN
LAMIACEAE#MOSLA DIANTHERA#LUTEOLIN
LAMIACEAE#NEPETA NEPETELLA#LUTEOLIN,6-HYDROXY:
LAMIACEAE#NEPETA TRANSCAUCASICA_CV.CITRONELLA#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#NEPETA TRANSCAUCASICA_CV.ROSALIA#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#NEPETA VELUTINA#LUTEOLIN
LAMIACEAE#OCIMUM GRATISSIMUM#LUTEOLIN
LAMIACEAE#OCIMUM GRATISSIMUM_VAR.GRATISSIMUM#LUTEOLIN-5-O-GLUCOSIDE#LUTEOLIN-7-O-GLUCURONIDE
LAMIACEAE#OCIMUM SANCTUM#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#ORIGANUM DICTAMNUS#LUTEOLIN
LAMIACEAE#ORIGANUM MAJORANA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 7-O-(6-O-FERULOYL)-BETA-D-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOPYRANOSIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
LAMIACEAE#ORIGANUM MAJORICUM#LUTEOLIN
LAMIACEAE#ORIGANUM VULGARE#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-XYLOPYRANOSIDE
LAMIACEAE#ORTHOSIPHON GRANDIFLORUS#LUTEOLIN TETRAMETHYL ETHER#LUTEOLIN,3'-4'-7-TRI-O-METHYL:#LUTEOLIN,TETRAMETHYL:
LAMIACEAE#OTOSTEGIA FRUTICOSA#LUTEOLIN-7-O-GLUCURONIDE
LAMIACEAE#PERILLA CRISPA#LUTEOLIN#LUTEOLIN GLYCOSIDE#LUTEOLIN-7-CAFFEOYL-GLUCOSIDE#LUTEOLIN-7-GLYCOSIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
LAMIACEAE#PERILLA FRUTESCENS#LUTEOLIN-7-O-GLUCURONIDE-6''-METHYL ESTER#LUTEOLIN-7-O-[BETA-GLUCURONOSYL(2-1)-BETA-GLUCURONIDE]
LAMIACEAE#PERILLA FRUTESCENS_VAR.ACUTA#LUTEOLIN#LUTEOLIN-7-O-BETA-GLUCURONIDE
LAMIACEAE#PERILLA FRUTESCENS_VAR.CRISPA#LUTEOLIN#LUTEOLIN-7-O-[BETA-GLUCURONOSYL(1-2)-BETA-D-GLUCURONIDE
LAMIACEAE#PERILLA FRUTESCENS_VAR.JAPONICA#LUTEOLIN
LAMIACEAE#PERILLA OCYMOIDES_VAR.CRISPA#LUTEOLIN-7-O-(GLUCURONOSYL)-(BETA-1-2)-CLUCURONIDE)
LAMIACEAE#PHLOMIS AUREA#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
LAMIACEAE#PHLOMIS FLOCCOSA#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
LAMIACEAE#PHLOMIS NISSOLII#LUTEOLIN#LUTEOLIN-7-O-(6''-O-BETA-D-APIOFURANOSYL)-BETA-D-GLUCOPYRANOSIDE
LAMIACEAE#PHLOMIS PUNGENS#LUTEOLIN
LAMIACEAE#PHLOMIS TUBEROSA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCOPYRANOSIDURONIC ACID#LUTEOLIN-8-C-BETA-D-GLUCOSIDE
LAMIACEAE#PRUNELLA VULGARIS#LUTEOLIN
LAMIACEAE#ROSMARINUS OFFICINALIS#LUTEOLIN-3'-O-(4''-O-ACETYL)-BETA-D-GLUCORONIDE#LUTEOLIN-3'-O-BETA-D-GLUCORONIDE#LUTEOLIN-3-O-(3''-O-ACETYL)-BETA-D-GLUCURONIDE
LAMIACEAE#SALVIA AEGYPTIACA#LUTEOLIN
LAMIACEAE#SALVIA AETHIOPIS#LUTEOLIN,METHOXY:
LAMIACEAE#SALVIA ALBIMACULATA#LUTEOLIN
LAMIACEAE#SALVIA CANDELABRUM#LUTEOLIN#LUTEOLIN,7-METHOXY:
LAMIACEAE#SALVIA COLUMBARIAE#LUTEOLIN,6-HYDROXY: 6-7-DIMETHYL ETHER
LAMIACEAE#SALVIA DESERTA#LUTEOLIN-7-GLYCOSIDE
LAMIACEAE#SALVIA DORRII_CV.DORRII#LUTEOLIN#LUTEOLIN,6-HYDROXY: 6-7-DIMETHYL ETHER#LUTEOLIN-3'-METHYL ETHER
LAMIACEAE#SALVIA EUPHRATICA#LUTEOLIN-3'-4'-7-TRIMETHYL ETHER#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#SALVIA HORMINUM#LUTEOLIN
LAMIACEAE#SALVIA HYPOLEUCA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 6-7-DIMETHYL ETHER#LUTEOLIN-7-METHYL ETHER
LAMIACEAE#SALVIA KOPOLNOVII#LUTEOLIN
LAMIACEAE#SALVIA KOROLKOVII#LUTEOLIN-7-GLYCOSIDE
LAMIACEAE#SALVIA LAVANDULAEFOLIA#LUTEOLIN#LUTEOLIN-7-O-METHYL ETHER
LAMIACEAE#SALVIA LAVANDULAEFOLIA_CV.LAVANDULIFOLIA#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
LAMIACEAE#SALVIA LAVANDULAEFOLIA_CV.OXIDON#LUTEOLIN-5-RUTINOSIDE
LAMIACEAE#SALVIA LIMBATA#LUTEOLIN
LAMIACEAE#SALVIA LONGIPEDICELLATA#LUTEOLIN
LAMIACEAE#SALVIA MACROSIPHON#LUTEOLIN,6-HYDROXY: 3'-4'-6-7-TETRAMETHYL ETHER#LUTEOLIN,6-HYDROXY: 4'-6-7-TRIMETHYL ETHER#LUTEOLIN,6-HYDROXY: 6-7-DIMETHYL ETHER
LAMIACEAE#SALVIA MIRZAYANII#LUTEOLIN,6-HYDROXY: 3'-4'-6-7-TETRAMETHYL ETHER#LUTEOLIN,6-HYDROXY: 4'-6-7-TRIMETHYL ETHER#LUTEOLIN-3'-METHYL ETHER
LAMIACEAE#SALVIA MONTBRETII#LUTEOLIN
LAMIACEAE#SALVIA MOORCROFTIANA#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-3'-O-GLUCOSIDE
LAMIACEAE#SALVIA NEMOROSA#LUTEOLIN#LUTEOLIN,6-METHYL:
LAMIACEAE#SALVIA NICOLSONIANA#LUTEOLIN-3'-4'-DIMETHYL ETHER
